Acc X;Acc Y;Acc Z;Gyr X;Gyr Y;Gyr Z;Mag X;Mag Y;Mag Z;q0;q1;q2;q3;Roll;Pitch;Yaw;
-0.15;-0.08;9.37;-0.02;0.01;-0.00;-0.06;1.02;-1.25;0.82;-0.01;0.01;0.57;-0.42;1.88;68.82;
-0.41;-0.30;9.84;0.00;0.00;-0.00;-0.10;1.04;-1.30;0.82;-0.01;0.01;0.57;-0.42;1.88;68.81;
-0.44;0.12;10.02;0.01;-0.01;0.00;-0.03;1.01;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.87;68.81;
-0.21;-0.21;9.54;-0.01;0.00;0.00;-0.10;1.05;-1.28;0.82;-0.01;0.01;0.57;-0.42;1.87;68.81;
-0.48;-0.13;9.80;0.00;-0.00;0.00;-0.04;1.00;-1.19;0.82;-0.01;0.01;0.57;-0.42;1.87;68.81;
-0.45;0.13;10.22;0.00;-0.00;0.00;-0.11;1.05;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.86;68.82;
-0.19;-0.26;9.32;-0.01;0.01;0.00;-0.04;1.02;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.87;68.82;
-0.53;-0.06;9.87;0.00;0.00;0.00;-0.09;1.03;-1.20;0.82;-0.01;0.01;0.57;-0.42;1.87;68.81;
-0.26;-0.02;10.18;0.00;0.00;0.00;-0.07;1.00;-1.17;0.82;-0.01;0.01;0.57;-0.41;1.87;68.82;
-0.30;-0.27;9.07;-0.01;0.01;-0.00;-0.07;1.03;-1.13;0.82;-0.01;0.01;0.57;-0.42;1.87;68.81;
-0.36;-0.09;10.05;-0.00;0.00;0.00;-0.10;1.03;-1.16;0.82;-0.01;0.01;0.57;-0.42;1.87;68.82;
-0.32;0.08;10.18;0.01;0.00;-0.00;-0.06;1.01;-1.13;0.82;-0.01;0.01;0.57;-0.42;1.87;68.82;
-0.23;-0.30;8.86;-0.01;0.01;0.00;-0.12;1.04;-1.14;0.82;-0.01;0.01;0.57;-0.42;1.88;68.82;
-0.42;-0.00;10.54;0.01;0.00;-0.00;-0.06;1.02;-1.11;0.82;-0.01;0.01;0.57;-0.42;1.88;68.81;
-0.21;-0.01;9.80;0.00;-0.01;0.00;-0.12;1.05;-1.17;0.82;-0.01;0.01;0.57;-0.42;1.87;68.81;
-0.25;-0.24;9.09;-0.01;0.01;0.00;-0.07;1.03;-1.15;0.82;-0.01;0.01;0.57;-0.43;1.88;68.81;
-0.42;-0.05;10.64;0.01;-0.01;0.00;-0.15;1.07;-1.19;0.82;-0.01;0.01;0.57;-0.42;1.87;68.82;
-0.25;0.01;9.37;-0.00;0.00;-0.00;-0.07;1.03;-1.14;0.82;-0.01;0.01;0.57;-0.42;1.87;68.81;
-0.37;-0.28;9.46;-0.01;0.01;0.00;-0.14;1.09;-1.17;0.82;-0.01;0.01;0.57;-0.43;1.88;68.81;
-0.40;-0.02;10.45;0.02;-0.01;-0.00;-0.10;1.07;-1.18;0.82;-0.01;0.01;0.57;-0.42;1.87;68.81;
-0.15;-0.03;9.13;-0.02;0.01;0.00;-0.12;1.08;-1.17;0.82;-0.01;0.01;0.57;-0.42;1.87;68.81;
-0.38;-0.30;9.97;-0.00;0.00;-0.00;-0.13;1.08;-1.24;0.82;-0.01;0.01;0.57;-0.43;1.87;68.81;
-0.43;0.11;10.06;0.02;-0.01;0.00;-0.12;1.07;-1.20;0.82;-0.01;0.01;0.57;-0.42;1.87;68.81;
-0.18;-0.15;9.28;-0.02;0.01;0.00;-0.13;1.09;-1.26;0.82;-0.01;0.01;0.57;-0.43;1.87;68.81;
-0.49;-0.23;10.06;0.01;-0.00;-0.00;-0.09;1.05;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.87;68.81;
-0.28;0.16;9.98;0.01;-0.00;-0.00;-0.15;1.09;-1.28;0.82;-0.01;0.01;0.56;-0.42;1.87;68.81;
-0.18;-0.23;9.42;-0.01;0.01;0.00;-0.07;1.05;-1.23;0.82;-0.01;0.01;0.56;-0.43;1.88;68.81;
-0.46;-0.09;9.94;0.01;-0.00;0.00;-0.15;1.08;-1.25;0.82;-0.01;0.01;0.56;-0.42;1.88;68.81;
-0.31;0.09;10.07;0.00;-0.00;0.00;-0.08;1.03;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.87;68.81;
-0.30;-0.31;9.29;-0.00;0.00;0.00;-0.13;1.07;-1.24;0.82;-0.01;0.01;0.56;-0.43;1.87;68.81;
-0.44;0.04;10.09;0.01;-0.00;0.00;-0.09;1.04;-1.23;0.82;-0.01;0.01;0.57;-0.42;1.87;68.81;
-0.27;-0.06;9.97;0.00;-0.00;-0.00;-0.12;1.05;-1.22;0.82;-0.01;0.01;0.56;-0.42;1.87;68.81;
-0.24;-0.27;8.98;-0.01;0.00;0.00;-0.10;1.04;-1.24;0.82;-0.01;0.01;0.57;-0.43;1.87;68.81;
-0.45;0.02;10.51;0.00;0.00;0.00;-0.10;1.04;-1.18;0.82;-0.01;0.01;0.57;-0.42;1.87;68.81;
-0.31;-0.11;9.63;0.01;-0.01;-0.00;-0.11;1.05;-1.30;0.82;-0.01;0.01;0.56;-0.42;1.87;68.81;
-0.28;-0.24;9.09;-0.02;0.01;-0.00;-0.07;1.05;-1.23;0.82;-0.01;0.01;0.56;-0.43;1.87;68.81;
-0.51;-0.04;10.66;0.01;-0.00;-0.00;-0.12;1.05;-1.29;0.82;-0.01;0.01;0.56;-0.42;1.87;68.81;
-0.18;-0.03;9.21;-0.00;0.00;-0.00;-0.05;1.02;-1.19;0.82;-0.01;0.01;0.56;-0.42;1.87;68.81;
-0.31;-0.20;9.70;-0.01;0.01;0.00;-0.11;1.06;-1.21;0.82;-0.01;0.01;0.56;-0.43;1.88;68.81;
-0.45;-0.00;10.51;0.02;-0.01;0.00;-0.05;1.01;-1.18;0.82;-0.01;0.01;0.56;-0.42;1.87;68.81;
-0.14;-0.00;9.06;-0.02;0.00;0.00;-0.12;1.06;-1.23;0.82;-0.01;0.01;0.56;-0.43;1.87;68.81;
-0.44;-0.19;10.17;-0.00;0.00;0.00;-0.05;1.02;-1.18;0.82;-0.01;0.01;0.56;-0.43;1.87;68.81;
-0.38;0.09;10.05;0.02;-0.01;0.00;-0.12;1.08;-1.22;0.82;-0.01;0.01;0.56;-0.42;1.87;68.81;
-0.13;-0.16;9.09;-0.02;0.01;0.00;-0.05;1.04;-1.18;0.82;-0.01;0.01;0.56;-0.43;1.87;68.81;
-0.46;-0.18;10.31;0.01;-0.01;-0.00;-0.12;1.07;-1.21;0.82;-0.01;0.01;0.56;-0.42;1.87;68.81;
-0.25;-0.01;9.58;0.00;0.00;-0.00;-0.06;1.05;-1.20;0.82;-0.01;0.01;0.56;-0.42;1.87;68.81;
-0.19;-0.20;9.34;-0.02;0.01;-0.00;-0.11;1.09;-1.24;0.82;-0.01;0.01;0.56;-0.43;1.88;68.80;
-0.49;-0.04;10.38;0.01;-0.01;-0.00;-0.08;1.06;-1.30;0.82;-0.01;0.01;0.56;-0.42;1.87;68.80;
-0.24;-0.10;9.43;0.00;0.00;0.00;-0.11;1.06;-1.27;0.82;-0.01;0.01;0.56;-0.42;1.87;68.80;
-0.29;-0.22;9.37;-0.01;0.01;-0.00;-0.10;1.06;-1.25;0.82;-0.01;0.01;0.56;-0.43;1.88;68.80;
-0.52;0.08;10.61;0.01;-0.01;-0.00;-0.10;1.05;-1.28;0.82;-0.01;0.01;0.56;-0.42;1.87;68.80;
-0.18;-0.14;9.36;0.00;0.00;-0.00;-0.11;1.05;-1.30;0.82;-0.01;0.01;0.56;-0.42;1.87;68.80;
-0.38;-0.16;9.37;-0.01;0.01;0.00;-0.09;1.04;-1.29;0.82;-0.01;0.01;0.56;-0.43;1.88;68.80;
-0.48;0.03;10.68;0.01;-0.01;0.00;-0.13;1.06;-1.32;0.82;-0.01;0.01;0.56;-0.42;1.87;68.80;
-0.23;-0.15;9.14;-0.00;0.00;0.00;-0.08;1.02;-1.25;0.82;-0.01;0.01;0.56;-0.42;1.87;68.80;
-0.36;-0.18;9.69;-0.01;0.01;0.00;-0.14;1.06;-1.30;0.82;-0.01;0.01;0.56;-0.43;1.88;68.80;
-0.46;0.09;10.64;0.02;-0.00;0.00;-0.07;1.00;-1.24;0.82;-0.01;0.01;0.56;-0.42;1.87;68.80;
-0.15;-0.16;8.91;-0.01;0.00;0.00;-0.14;1.05;-1.28;0.82;-0.01;0.01;0.56;-0.43;1.87;68.80;
-0.31;-0.22;9.80;-0.01;0.01;0.00;-0.06;1.00;-1.21;0.82;-0.01;0.01;0.56;-0.43;1.88;68.80;
-0.48;0.16;10.51;0.02;-0.01;0.00;-0.13;1.05;-1.21;0.82;-0.01;0.01;0.56;-0.42;1.87;68.80;
-0.12;-0.31;8.90;-0.01;0.01;0.00;-0.08;1.01;-1.24;0.82;-0.01;0.01;0.56;-0.43;1.88;68.80;
-0.48;-0.14;10.07;0.00;0.00;-0.00;-0.11;1.04;-1.24;0.82;-0.01;0.01;0.56;-0.43;1.88;68.80;
-0.33;0.04;10.02;0.01;-0.01;-0.00;-0.09;1.03;-1.27;0.82;-0.01;0.01;0.56;-0.42;1.87;68.80;
-0.11;-0.24;9.02;-0.02;0.02;-0.00;-0.10;1.03;-1.19;0.82;-0.01;0.01;0.56;-0.43;1.88;68.80;
-0.53;-0.11;10.36;0.01;-0.01;-0.00;-0.09;1.04;-1.22;0.82;-0.01;0.01;0.56;-0.43;1.88;68.80;
-0.21;0.04;9.78;0.00;-0.00;-0.00;-0.08;1.01;-1.18;0.82;-0.01;0.01;0.56;-0.42;1.87;68.80;
-0.28;-0.21;9.30;-0.02;0.01;-0.00;-0.10;1.03;-1.22;0.82;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.54;-0.05;10.45;0.02;-0.01;0.00;-0.06;1.01;-1.12;0.82;-0.01;0.01;0.56;-0.42;1.87;68.79;
-0.23;0.10;9.66;-0.00;0.00;-0.00;-0.11;1.05;-1.21;0.82;-0.01;0.01;0.56;-0.43;1.87;68.79;
-0.32;-0.31;9.47;-0.01;0.01;0.00;-0.04;1.02;-1.18;0.82;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.49;-0.01;10.28;0.02;-0.01;0.00;-0.11;1.06;-1.25;0.82;-0.01;0.01;0.56;-0.42;1.87;68.79;
-0.18;-0.04;9.47;-0.01;0.01;0.00;-0.04;1.03;-1.16;0.82;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.38;-0.32;9.50;-0.00;-0.00;0.00;-0.10;1.08;-1.23;0.82;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.44;0.09;10.21;0.01;-0.00;-0.00;-0.04;1.04;-1.20;0.82;-0.01;0.01;0.56;-0.42;1.88;68.79;
-0.19;-0.14;9.35;-0.01;0.01;0.00;-0.11;1.09;-1.24;0.82;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.38;-0.24;9.71;0.00;0.00;0.00;-0.05;1.05;-1.23;0.82;-0.01;0.01;0.56;-0.43;1.88;68.80;
-0.34;0.09;10.18;0.01;-0.00;0.00;-0.09;1.07;-1.21;0.82;-0.01;0.01;0.56;-0.42;1.88;68.80;
-0.19;-0.10;9.43;-0.01;0.00;0.00;-0.08;1.04;-1.23;0.82;-0.01;0.01;0.56;-0.43;1.88;68.80;
-0.44;-0.17;9.89;0.00;-0.00;0.00;-0.07;1.04;-1.20;0.82;-0.01;0.01;0.56;-0.43;1.88;68.80;
-0.34;0.12;10.10;0.01;-0.01;-0.00;-0.09;1.03;-1.24;0.82;-0.01;0.01;0.56;-0.42;1.88;68.80;
-0.15;-0.24;9.30;-0.02;0.01;-0.00;-0.05;1.01;-1.20;0.82;-0.01;0.01;0.56;-0.43;1.88;68.80;
-0.55;-0.09;10.04;0.01;-0.00;-0.00;-0.10;1.05;-1.25;0.82;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.22;0.00;9.90;0.01;-0.01;-0.00;-0.04;1.01;-1.22;0.82;-0.01;0.01;0.56;-0.42;1.87;68.79;
-0.27;-0.22;9.33;-0.01;0.01;-0.00;-0.11;1.05;-1.28;0.82;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.53;-0.03;10.17;0.01;-0.00;0.00;-0.04;1.00;-1.21;0.82;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.21;-0.05;9.72;0.00;0.00;-0.00;-0.12;1.06;-1.23;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.32;-0.21;9.38;-0.01;0.01;-0.00;-0.05;1.01;-1.18;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.50;-0.04;10.37;0.01;0.00;-0.00;-0.10;1.06;-1.21;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.21;-0.03;9.41;-0.00;0.00;0.00;-0.07;1.02;-1.21;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.30;-0.22;9.54;-0.01;0.01;0.00;-0.09;1.05;-1.19;0.83;-0.01;0.01;0.56;-0.43;1.89;68.79;
-0.49;-0.00;10.39;0.02;-0.01;0.00;-0.09;1.03;-1.19;0.82;-0.01;0.01;0.56;-0.42;1.88;68.79;
-0.15;-0.05;9.20;-0.01;0.00;0.00;-0.08;1.03;-1.16;0.82;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.36;-0.23;9.90;-0.00;-0.00;0.00;-0.12;1.07;-1.22;0.82;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.38;0.06;10.14;0.02;-0.01;0.00;-0.05;1.03;-1.18;0.82;-0.01;0.01;0.56;-0.42;1.88;68.79;
-0.08;-0.08;9.35;-0.01;0.01;0.00;-0.13;1.07;-1.26;0.82;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.41;-0.19;10.01;0.01;0.00;-0.00;-0.06;1.04;-1.18;0.82;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.41;0.05;9.89;0.01;-0.01;-0.00;-0.13;1.08;-1.22;0.83;-0.01;0.01;0.56;-0.42;1.88;68.79;
-0.16;-0.24;9.33;-0.02;0.01;-0.00;-0.07;1.05;-1.18;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.51;-0.09;10.08;0.01;-0.01;-0.00;-0.13;1.08;-1.20;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.27;0.00;9.86;0.00;-0.00;0.00;-0.09;1.06;-1.26;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.31;-0.22;9.31;-0.01;0.01;0.00;-0.12;1.08;-1.21;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.52;-0.04;10.22;0.01;-0.01;0.00;-0.10;1.08;-1.26;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.24;-0.03;9.83;0.00;-0.00;0.00;-0.09;1.07;-1.25;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.27;-0.17;9.31;-0.01;0.01;0.00;-0.11;1.06;-1.29;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.49;0.02;10.44;0.01;-0.01;0.00;-0.07;1.04;-1.24;0.83;-0.01;0.01;0.56;-0.43;1.87;68.79;
-0.25;-0.07;9.45;-0.00;0.01;0.00;-0.11;1.07;-1.27;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.32;-0.17;9.43;-0.01;0.01;0.00;-0.05;1.02;-1.25;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.45;-0.08;10.46;0.01;-0.00;-0.00;-0.12;1.05;-1.28;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.20;-0.06;9.25;-0.00;0.01;-0.00;-0.04;1.01;-1.22;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.30;-0.25;9.64;-0.01;0.01;0.00;-0.12;1.05;-1.25;0.83;-0.01;0.01;0.56;-0.44;1.89;68.79;
-0.44;0.03;10.25;0.02;-0.01;-0.00;-0.04;1.00;-1.21;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.14;-0.06;9.28;-0.01;0.01;0.00;-0.08;1.03;-1.20;0.83;-0.01;0.01;0.56;-0.43;1.89;68.79;
-0.40;-0.23;10.05;0.00;0.00;-0.00;-0.07;1.00;-1.22;0.83;-0.01;0.01;0.56;-0.43;1.89;68.79;
-0.41;0.10;10.06;0.02;-0.01;0.00;-0.08;1.02;-1.19;0.83;-0.01;0.01;0.56;-0.42;1.88;68.79;
-0.14;-0.18;9.25;-0.02;0.01;0.00;-0.08;1.03;-1.21;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.48;-0.11;10.17;0.01;-0.00;0.00;-0.07;1.02;-1.20;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.38;0.06;9.87;0.01;-0.01;0.00;-0.09;1.02;-1.18;0.83;-0.01;0.01;0.56;-0.42;1.88;68.79;
-0.17;-0.25;9.31;-0.01;0.01;-0.00;-0.05;0.99;-1.12;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.47;-0.08;10.15;0.01;-0.00;-0.00;-0.11;1.05;-1.17;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.21;0.02;9.82;0.00;-0.00;-0.00;-0.04;1.01;-1.12;0.83;-0.01;0.01;0.56;-0.42;1.88;68.79;
-0.22;-0.30;9.18;-0.01;0.01;-0.00;-0.13;1.05;-1.21;0.83;-0.01;0.01;0.56;-0.43;1.89;68.79;
-0.50;0.02;10.23;0.01;-0.01;-0.00;-0.06;1.01;-1.16;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.23;-0.06;9.76;-0.00;0.01;-0.00;-0.13;1.07;-1.16;0.83;-0.01;0.01;0.56;-0.43;1.89;68.78;
-0.30;-0.30;9.11;-0.01;0.01;-0.00;-0.07;1.03;-1.13;0.83;-0.01;0.01;0.56;-0.43;1.89;68.78;
-0.46;0.00;10.40;0.01;-0.00;-0.00;-0.13;1.06;-1.16;0.83;-0.01;0.01;0.56;-0.43;1.89;68.78;
-0.22;0.01;9.69;-0.00;0.00;-0.00;-0.09;1.05;-1.17;0.83;-0.01;0.01;0.56;-0.43;1.89;68.78;
-0.30;-0.27;9.27;-0.01;0.00;0.00;-0.12;1.07;-1.14;0.83;-0.01;0.01;0.56;-0.44;1.89;68.78;
-0.45;0.12;10.68;0.01;-0.01;0.00;-0.12;1.07;-1.17;0.83;-0.01;0.01;0.56;-0.43;1.88;68.78;
-0.27;-0.07;9.43;0.00;-0.01;0.00;-0.11;1.07;-1.14;0.83;-0.01;0.01;0.56;-0.43;1.88;68.78;
-0.38;-0.19;9.58;-0.01;0.00;0.00;-0.14;1.09;-1.23;0.83;-0.01;0.01;0.56;-0.43;1.88;68.78;
-0.48;0.06;10.50;0.02;-0.01;0.00;-0.10;1.07;-1.21;0.83;-0.01;0.01;0.56;-0.42;1.88;68.78;
-0.15;-0.19;8.97;-0.01;0.01;-0.00;-0.14;1.09;-1.22;0.83;-0.01;0.01;0.56;-0.43;1.88;68.78;
-0.42;-0.14;10.01;-0.00;0.01;0.00;-0.08;1.05;-1.17;0.83;-0.01;0.01;0.56;-0.43;1.88;68.78;
-0.34;-0.06;10.13;0.02;-0.01;0.00;-0.14;1.09;-1.25;0.83;-0.01;0.01;0.56;-0.42;1.87;68.78;
-0.21;-0.20;8.84;-0.02;0.01;0.00;-0.07;1.04;-1.21;0.83;-0.01;0.01;0.56;-0.43;1.88;68.78;
-0.46;-0.15;10.39;0.00;0.01;0.00;-0.15;1.07;-1.28;0.83;-0.01;0.01;0.56;-0.43;1.88;68.78;
-0.32;0.03;9.80;0.01;-0.01;-0.00;-0.07;1.04;-1.21;0.83;-0.01;0.01;0.56;-0.42;1.88;68.78;
-0.13;-0.26;9.02;-0.03;0.01;0.00;-0.14;1.08;-1.22;0.83;-0.01;0.01;0.56;-0.43;1.89;68.78;
-0.48;-0.09;10.58;0.02;-0.01;0.00;-0.08;1.02;-1.24;0.83;-0.01;0.01;0.56;-0.42;1.88;68.78;
-0.17;0.07;9.46;-0.01;-0.00;0.00;-0.13;1.08;-1.27;0.83;-0.01;0.01;0.56;-0.43;1.88;68.79;
-0.25;-0.25;9.54;-0.02;0.01;0.00;-0.08;1.04;-1.26;0.83;-0.01;0.01;0.56;-0.44;1.88;68.79;
-0.45;0.01;10.36;0.02;-0.01;0.00;-0.12;1.05;-1.24;0.83;-0.01;0.01;0.56;-0.42;1.88;68.79;
-0.18;0.04;9.53;-0.01;0.00;-0.00;-0.09;1.04;-1.24;0.83;-0.01;0.01;0.56;-0.43;1.88;68.78;
-0.31;-0.30;9.60;-0.01;0.00;-0.00;-0.09;1.04;-1.20;0.83;-0.01;0.01;0.56;-0.43;1.88;68.78;
-0.48;0.11;10.26;0.01;-0.00;-0.00;-0.10;1.04;-1.26;0.83;-0.01;0.01;0.56;-0.43;1.88;68.78;
-0.17;-0.06;9.60;-0.01;0.00;-0.00;-0.07;1.03;-1.21;0.83;-0.01;0.01;0.56;-0.43;1.88;68.78;
-0.42;-0.23;9.53;-0.00;0.00;-0.00;-0.10;1.04;-1.27;0.83;-0.01;0.01;0.56;-0.43;1.88;68.78;
-0.42;0.04;10.24;0.01;0.00;-0.00;-0.06;1.01;-1.22;0.83;-0.01;0.01;0.56;-0.43;1.88;68.78;
-0.31;-0.22;9.25;-0.00;0.01;-0.00;-0.12;1.06;-1.20;0.83;-0.01;0.01;0.56;-0.43;1.88;68.77;
